_id,site,name,rating,street[0],city[0],state[0],phone[0],country[0]
654ee00027cf607b0a22d777,durell_market,Le coin du chocho,0, Yaoundé, Centre, Cameroun ,675533545,
654ee00027cf607b0a22d778,durell_market,Zukshop,0, Logbessou, Douala, Littoral,696125951, Cameroun 
654ee00027cf607b0a22d779,durell_market,danefShop,0, Centre, Cameroun ,,694751439,
654ee00027cf607b0a22d77a,durell_market,Chrysluxury ,0, Makepe, Douala, Littoral,00237690310363, Cameroun 
654ee00027cf607b0a22d77b,durell_market,Myscatsarl,0, 3.756, Yaoundé, Centre,697145981, Cameroun 
654ee00027cf607b0a22d77c,durell_market,FAB AMERICAN SHOP,0, Damase, Yaoundé, Cameroun ,+237667972381,
654ee00027cf607b0a22d77d,durell_market,cheap quality market,0, Bonamoussadi, Douala, Littoral,693295211, Cameroun 
654ee00027cf607b0a22d77e,durell_market,kamdem fotso sarl,0,,,,0698731013,
654ee00027cf607b0a22d77f,durell_market,129,0, Borne 12 odza, Yaounde, Centre,655554153, Cameroun 
654ee00027cf607b0a22d780,durell_market,Women make the difference,0, Cameroun ,,,691531704,
654ee00027cf607b0a22d781,durell_market,SANSAT IPTV,0,,,,693-376-346,
654ee00027cf607b0a22d782,durell_market,Le rucher...!,0, Yaoundé, Centre, Cameroun ,+237698911771,
654ee00027cf607b0a22d783,durell_market,Clein Agro Business,0,,,,694131404,
654ee00027cf607b0a22d784,durell_market,OOPARFUM Sénégal,0, Hann maristes, Dakar, Dakar,+221785806060, Sénégal 
654ee00027cf607b0a22d785,durell_market,Clarisse Shopping line,0, NKOLDONGO, Yaoundé, centre,695380260, Cameroun 
654ee00027cf607b0a22d786,durell_market,Les laboratoires yamo,0, Village cogefar, Douala, Wouri,+237691362431, Cameroun 
654ee00027cf607b0a22d787,durell_market,Mexebo market,0, 673627246, Bafoussam-cameroun, Cameroun ,673627246,
654ee00027cf607b0a22d788,durell_market,GLOBAL COM & SERVICES,0, Vallée nlongkak, YAOUNDE, CENTRE,699246269, Cameroun 
654ee00027cf607b0a22d789,durell_market,Alvinosarl,0, Bifaga, Douala, Littoral,676024019, Cameroun 
654ee00027cf607b0a22d78a,durell_market,Kontchou,0, Yaoundé Cameroun, Yaoundé, Centre,678189238, Cameroun 
654ee00027cf607b0a22d78b,durell_market,nk shopping,0, ndogpassi 2, douala, littoral,+237674267325, Cameroun 
654ee00027cf607b0a22d78c,durell_market,Feeling shop,0, Douala, Littoral, Cameroun ,659017699,
654ee00027cf607b0a22d78d,durell_market,Mac luminaires,0, Douala, Littoral, Cameroun ,679257325,
654ee00027cf607b0a22d78e,durell_market,Gadgets shop,0, Garoua, Nord, Cameroun ,670135003,
654ee00027cf607b0a22d78f,durell_market,Chips cameroun,0, Yaounde, Littoral, Cameroun ,662000102,
654ee00027cf607b0a22d790,durell_market,Roch electromenager,0,,,,676634237,
654ee00027cf607b0a22d791,durell_market,Kaykid's,0, A, Douala, Littoral,676650939, Cameroun 
654ee00027cf607b0a22d792,durell_market,Le Paradis du Bien-être,0, Ngousso, Yaoundé, Centre,697219265, Cameroun 
654ee00027cf607b0a22d793,durell_market,Ntia artisanat,0,,,,+237671164872,
654ee00027cf607b0a22d794,durell_market,Ntia artisanat,0,,,,+237671164872,
654ee00027cf607b0a22d795,durell_market,COMPUTER STORES,0, Bepanda petit marcher, douala et yaounde, douala,(237), Cameroun 
654ee00027cf607b0a22d796,durell_market,Only For Players online store,0,,,,691116790,
654ee00027cf607b0a22d797,durell_market,Martin bisness,0,,,,698725760,
654ee00027cf607b0a22d798,durell_market,Fohow santé pour tous,0, Happy sport, Douala, Littoral,694447583, Cameroun 
654ee00027cf607b0a22d799,durell_market,Vkboutique,0, Douala, Littoral, Cameroun ,699886301,
654ee00027cf607b0a22d79a,durell_market,Leader Computer,0, Japoma, Douala, Littoral,+237, Cameroun 
654ee00027cf607b0a22d79b,durell_market,Veroo online,0, Entrée lycée polyvalent, Bonaberi, Littoral,656249717, Cameroun 
654ee00027cf607b0a22d79c,durell_market,yacknessshop,0, 4472, Douala, Littoral,679149864, Cameroun 
654ee00027cf607b0a22d79d,durell_market,Berivane’s,0,,,,+237678543925,
654ee00027cf607b0a22d79e,durell_market,Longo phone,0, Makepe, Douala, Littoral,691485693, Cameroun 
654ee00027cf607b0a22d79f,durell_market,Nickel shopping,0, Monkam, Douala, Littoral,652947048, Cameroun 
654ee00027cf607b0a22d7a0,durell_market,Landry Shop,0, , Yaounde, Centre,+237653529752, Cameroun 
654ee00027cf607b0a22d7a1,durell_market,shalom shop,0,,,,6,
654ee00027cf607b0a22d7a2,durell_market,Etienne store,0,,,,+237654891233,
654ee00027cf607b0a22d7a3,durell_market,TokyoMelShopping,0, 00237, Yaounde, centre,692214048, Cameroun 
654ee00027cf607b0a22d7a4,durell_market,Le bazar de Chris,0, Douala, Cameroun ,,680461287,
654ee00027cf607b0a22d7a5,durell_market,Yoodaa,0,,,,676798290,
654ee00027cf607b0a22d7a6,durell_market,Chic Shop,0, Carrefour Effoulan, Yaoundé, Centre,655664920, Cameroun 
654ee00027cf607b0a22d7a7,durell_market,Asap store,0, Yaoundé, Centre, Cameroun ,697286153,
654ee00027cf607b0a22d7a8,durell_market,Produits longrich,0, Foréké, Dschang, Ouest,677661972, Cameroun 
654ee00027cf607b0a22d7a9,durell_market,STAN ORIGINAL BATTERIES,0, YAOUNDE, CENTRE, Cameroun ,6,
654ee00027cf607b0a22d7aa,durell_market,Women’s and men’s shopping,0,,,,692576957,
654ee00027cf607b0a22d7ab,durell_market,237immobilier&shop,0, Nouvelle route mimboman, Yaoundé, Centre,691.97.00.90, Cameroun 
654ee00027cf607b0a22d7ac,durell_market,Auto Focus,0, Tamdja, Bafoussam, Ouest,697558425, Cameroun 
654ee00027cf607b0a22d7ad,durell_market,Gildas ecom,0, Yaoundé, Centre, Cameroun ,691204497,
654ee00027cf607b0a22d7ae,durell_market,ONFLEEEEKwigs,0, Entrée Beac, Yaoundé, Yaounde,695060945, Cameroun 
654ee00027cf607b0a22d7af,durell_market,Block 4,0, March mboppi, Douala, Litoral Douala,+237652047516, Cameroun 
654ee00027cf607b0a22d7b0,durell_market,Sara shop,0,,,,657746881,
654ee00027cf607b0a22d7b1,durell_market,Mya,0, Deido, Douala, Litoral,672078157, Cameroun 
654ee00027cf607b0a22d7b2,durell_market,Fabricant Eclerage,0,,,,698852649,
654ee00027cf607b0a22d7b3,durell_market,Store 237🇨🇲,0, Deido, Douala, Douala,691472789, Cameroun 
654ee00027cf607b0a22d7b4,durell_market,Celest',0, Essos, Yaoundé, Yaoundé,+237655906892, Cameroun 
654ee00027cf607b0a22d7b5,durell_market,SportsWorld,0, mendong, Yaounde, Centre,679625120, Cameroun 
654ee00027cf607b0a22d7b6,durell_market,Green House,0, Tongolo, Yaoundé, Centre,656420701, Cameroun 
654ee00027cf607b0a22d7b7,durell_market,zidonem,0, Yaoundé, Centre, Cameroun ,696213880,
654ee00027cf607b0a22d7b8,durell_market,Dakowalls,0, Logbessou Entrée IUC, Douala, LITTORAL,+237657225611, Cameroun 
654ee00027cf607b0a22d7b9,durell_market,Green Store,0, Douala, Littoral, Cameroun ,691538404,
654ee00027cf607b0a22d7ba,durell_market,Jos ,0, Douala, Littorale, Cameroun ,695754049,
654ee00027cf607b0a22d7bb,durell_market,GD_STORE,0, KENNEDY, YAOUNDÉ (AVENUE KENNEDY), Cameroun ,693024576,
654ee00027cf607b0a22d7bc,durell_market,As de pik,0, Montée st Michel, Douala, Littoral,656176962, Cameroun 
654ee00027cf607b0a22d7bd,durell_market,As2pik,0, Saint Michel, Douala, Littoral,656176962, Cameroun 
654ee00027cf607b0a22d7be,durell_market,Grâce boutique ,0, Yaoundé, Centre, Cameroun ,698335842,
654ee00027cf607b0a22d7bf,durell_market,Diop,0, Douala, Douala, Littoral,657225611, Cameroun 
654ee00027cf607b0a22d7c0,durell_market,MTE,0, YAOUNDE, CENTRE, Cameroun ,237690461543,
654ee00027cf607b0a22d7c1,durell_market,Talia’s store,0, Madagascar, Yaoundé, Centre,697686345, Cameroun 
654ee00027cf607b0a22d7c2,durell_market,pretty deals,0, Biyem massi, Yaoundé, Cameroun ,691484393,
654ee00027cf607b0a22d7c3,durell_market,ZATI CONSTRUCTIONS,0, Axe lourd douala, Douala, Cameroun ,+237694993640,
654ee00027cf607b0a22d7c4,durell_market,Gina Nathalie Djouonang,0, Cameroun, Yaoundé, Centre,691330529, Cameroun 
654ee00027cf607b0a22d7c5,durell_market,Natacha shop,0, Yaoundé, Centre, Cameroun ,,
654ee00027cf607b0a22d7c6,durell_market,CHM,0, Makepe bm, Douala, Littoral,691320331, Cameroun 
654ee00027cf607b0a22d7c7,durell_market,napoleon,0, bepanda ambiance, Douala, littoral,694848927, Cameroun 
654ee00027cf607b0a22d7c8,durell_market,Mandy's Choice,0,,,,652975265,
654ee00027cf607b0a22d7c9,durell_market,Mandy's Choice,0, Bamenda, Northwest, Cameroun ,652975265,
654ee00027cf607b0a22d7ca,durell_market,Christianbusiness,0,,,,658607468,
654ee00027cf607b0a22d7cb,durell_market,Mabeauté,0, Cameroun ,,,0033751370912,
654ee00027cf607b0a22d7cc,durell_market,Cards4cash,0,,,,651078554,
654ee00027cf607b0a22d7cd,durell_market,doudouexpress,0, 00237 656441122, Douala, littoral,676710806, Cameroun 
654ee00027cf607b0a22d7ce,durell_market,patricia ndjomo fadio,0, MONTEE JOURVENCE, YAOUNDE, centre,+237699533791, Cameroun 
654ee00027cf607b0a22d7cf,durell_market,MichelFabrice Ndongbekolo,0, 00237, Douala, Littoral,+237, Cameroun 
654ee00027cf607b0a22d7d0,durell_market,Men’s by Mea,0, Yaoundé, Centre, Cameroun ,695455267,
654ee00027cf607b0a22d7d1,durell_market,PROSYGMA SARL,0, Avenue Roger Milla, Douala, Littoral,+237699644150, Cameroun 
654ee00027cf607b0a22d7d2,durell_market,Francine shopping,0,,,,697742764,
654ee00027cf607b0a22d7d3,durell_market,Franck telecom,0, Posté centre, Yaounde, Centre,696880818, Cameroun 
654ee00027cf607b0a22d7d4,durell_market,4myonlineshopping,0, Yaoundé, Centre, Cameroun ,698257532,
654ee00027cf607b0a22d7d5,durell_market,PlayerX,0, Yaounde, Centre, Cameroun ,658691649,
654ee00027cf607b0a22d7d6,durell_market,SIDORA Les Ateliers,0, Derrière Collège De La Salle, Douala, Littoral,691661608, Cameroun 
654ee00027cf607b0a22d7d7,durell_market,HIGHT TECH STORE,0, marche centrale, YAOUNDE, yaounde,699371210, Cameroun 
654ee00027cf607b0a22d7d8,durell_market,M&H,0,,,,698820512,
654ee00027cf607b0a22d7d9,durell_market,Queen's Africa,0, Logpom, Douala, Cameroun ,650800214,
654ee00027cf607b0a22d7da,durell_market,Manger frais londji plage,0, Londji, Kribi, Sud,697635001, Cameroun 
654ee00027cf607b0a22d7db,durell_market,KALIL Enterprises,0, Bamako Coura, Bamako, Bamako,72325675, Mali 
654ee00027cf607b0a22d7dc,durell_market,Meilleur prix cameroon,0, Yaoundé, Yaoundé, Centre,690403392, Cameroun 
654ee00027cf607b0a22d7dd,durell_market,FB shop,0, Douala, Cameroun, Cameroun ,+237651448406,
654ee00027cf607b0a22d7de,durell_market,PREDAT,0, 237, Kribi, SUD,650052807, Cameroun 
654ee00027cf607b0a22d7df,durell_market,E-Alpha,0, Ngaoundéré, Adamaoua, Cameroun ,683609197,
654ee00027cf607b0a22d7e0,durell_market,Herland Telecom,0, Douala, Littoral, Cameroun ,670914594,
654ee00027cf607b0a22d7e1,durell_market,all shopping,0, pk11, DOUALA, LITTORAL,671382429, Cameroun 
654ee00027cf607b0a22d7e2,durell_market,Raïssa Empire,0, 3166-1-3, Yaounde, Centre,699373271, Cameroun 
654ee00027cf607b0a22d7e3,durell_market,Yannick's computer phone and services,0, Gallieni, Doual, Littoral,699232297, Cameroun 
654ee00027cf607b0a22d7e4,durell_market,électronique center,0, Keur massar, Dakar, Dakar,00221, Sénégal 
654ee00027cf607b0a22d7e5,durell_market,COMPUTER RAIN,0, DOVV NKOM NKANA, Yaoundé, Centre,695567473, Cameroun 
654ee00027cf607b0a22d7e6,durell_market,Françoise M N NGO DJANG,0,,,,+237,
654ee00027cf607b0a22d7e7,durell_market,Bertino auto,0,,,,694575559,
654ee00027cf607b0a22d7e8,durell_market,Bertrand YANN,0, Douala, Littoral, Cameroun ,00237655510706,
654ee00027cf607b0a22d7e9,durell_market,Darren Ngombi,0, Ndokoti, Douala, Douala,655025944, Cameroun 
654ee00027cf607b0a22d7ea,durell_market,Tricia style,0,,,,656008735,
654ee00027cf607b0a22d7eb,durell_market,Nrf auto,0,,,,655376402,
654ee00027cf607b0a22d7ec,durell_market,VISION BUSINESS,0, Tam-tam weekend, Dschang, Ouest,654383643, Cameroun 
654ee00027cf607b0a22d7ed,durell_market,Heaven's Boutique,0, Yaoundé, Centre, Cameroun ,653063646,
654ee00027cf607b0a22d7ee,durell_market,E.com corp,0,,,,673005256,
654ee00027cf607b0a22d7ef,durell_market,Kamphil iTech,0, Yaoundé, Cameroun ,,694706372,
654ee00027cf607b0a22d7f0,durell_market,TOUT POUR TOUS,0, huawei bastos, yaoundé, centre,652683905, Cameroun 
654ee00027cf607b0a22d7f1,durell_market,Landryshoping,0,,,,692963654,
654ee00027cf607b0a22d7f2,durell_market,Cosk Mark,0, Douala, Littoral, Cameroun ,695065133,
654ee00027cf607b0a22d7f3,durell_market,Nansi universel,0, Makepe, Douala, Littoral,696438776, Cameroun 
654ee00027cf607b0a22d7f4,durell_market,Rhodysh,0, Yaounde, Centre, Cameroun ,674924845,
654ee00027cf607b0a22d7f5,durell_market,darlino,0,,,,678947638,
654ee00027cf607b0a22d7f6,durell_market,Claire mode,0, Bonamoussadi, Douala, Littoral,672969327, Cameroun 
654ee00027cf607b0a22d7f7,durell_market,TRACK MY CAR,0,,,,691201728,
654ee00027cf607b0a22d7f8,durell_market,Kékar,0, Yaoundé, Centre, Cameroun ,696598471,
654ee00027cf607b0a22d7f9,durell_market,Queen Malyka Shop,0, 00237, Douala, littoral,690313864, Cameroun 
654ee00027cf607b0a22d7fa,durell_market,Kmaxdream,0,,,,652394350,
654ee00027cf607b0a22d7fb,durell_market,AS BY QUEEN,0,,,,00237697408341,
654ee00027cf607b0a22d7fc,durell_market,nethasoft sarl,0,,,,691785847,
654ee00027cf607b0a22d7fd,durell_market,Dagbégnon,0, Ketou, Helehoun, Abuja,+2349038077625, Nigeria 
654ee00027cf607b0a22d7fe,durell_market,NNOMO MBIDA NOUVELLE,0,,,,+237,
654ee00027cf607b0a22d7ff,durell_market,santé et bien être (Casitcho),0, Campus de l'UD, douala, Douala,+237, Cameroun 
654ee00027cf607b0a22d800,durell_market,Yasha's wig,0, Ndogpassi 2, Douala, Littoral,+237693869146, Cameroun 
654ee00027cf607b0a22d801,durell_market,Jostore,0, Akwa, Douala, Littoral,655921919, Cameroun 
654ee00027cf607b0a22d802,durell_market,Pararinos,0,,,,0661424482,
654ee00027cf607b0a22d803,durell_market,charisme Camerounais,0,,,,650857035,
654ee00027cf607b0a22d804,durell_market,doudou-électronique,0, 00237 656441122, Douala, littoral,675599756, Cameroun 
654ee00027cf607b0a22d805,durell_market,Starsat Cameroun ,0,,,,690979733,
654ee00027cf607b0a22d806,durell_market,HUNTS SYST,0, Bafoussam, Ouest, Cameroun ,693850801,
654ee00027cf607b0a22d807,durell_market,Babidy grillz,0, carrefour bp cité, Douala carrefour bp cité, douala,656750574, Cameroun 
654ee00027cf607b0a22d808,durell_market,AFRODIZIAK-O-NATUREL,0, Cameroun ,,,682988572,
654ee00027cf607b0a22d809,durell_market,Marvila,0,,,,674506070,
654ee00027cf607b0a22d80a,durell_market,Art Decor,0, Rue joss, Douala, Cameroun ,656-60-54-37,
654ee00027cf607b0a22d80b,durell_market,MK Bazar shop,0, Littoral, Cameroun ,,650393914,
654ee00027cf607b0a22d80c,durell_market,Irenepolashopping,0,,,,016099733958,
654ee00027cf607b0a22d80d,durell_market,La parfumerie by,0,,,,693556933,
654ee00027cf607b0a22d80e,durell_market,Christeal jolia,0, 12, Doula, Douala,91424485, Cameroun 
654ee00027cf607b0a22d80f,durell_market,bossrich,0, BONAMOUSSADI,,,671679153,
654ee00027cf607b0a22d810,durell_market,be you cosmetique,0, nyalla pariso, douala, littoral,695916845, Cameroun 
654ee00027cf607b0a22d811,durell_market,OrlandoSpace,0, Odza, Yaoundé, Centre,656971975, Cameroun 
654ee00027cf607b0a22d812,durell_market,Amria,0, Bonamoussadi, Douala, Littoral,697250971, Cameroun 
654ee00027cf607b0a22d813,durell_market,Jacel market,0,,,,694087661,
654ee00027cf607b0a22d814,durell_market,MA business,0, yaounde awae escalier, YAOUNDE, CENTRE,677924811, Cameroun 
654ee00027cf607b0a22d815,durell_market,Mapstore Express,0,,,,694619385,
654ee00027cf607b0a22d816,durell_market,Global services,0, Yaoundé -coron, Yaoundé, Centre,+237690488102, Cameroun 
654ee00027cf607b0a22d817,durell_market,5NKAP MARKET,0,,,,692729460,
654ee00027cf607b0a22d818,durell_market,Afriwax,0, Dschang, Ouest, Cameroun ,693773018,
654ee00027cf607b0a22d819,durell_market,Silver Back Forest,0,,,,697543656,
654ee00027cf607b0a22d81a,durell_market,Guyzo shopping,0,,,,004917627655020,
654ee00027cf607b0a22d81b,durell_market,BERI'S PERFS,0, Rue 8.627, Yaoundé, Centre,650596494, Cameroun 
654ee00027cf607b0a22d81c,durell_market,Reading,0, Cameroun ,,,,
654ee00027cf607b0a22d81d,durell_market,Retyur,0, Yaoundé, Cameroun ,,671492951,
654ee00027cf607b0a22d81e,durell_market,Shine Event,0,,,,+237693276939,
654ee00027cf607b0a22d81f,durell_market,Coach minceur,0, Mendong, Yaoundé, Centre,695558382, Cameroun 
654ee00027cf607b0a22d820,durell_market,Scoopsprotaba,0, Pk8, Douala, Littoral,237679412528, Cameroun 
654ee00027cf607b0a22d821,durell_market,Sandy_sglam,0, Douala, Littoral, Cameroun ,679167217,
654ee00027cf607b0a22d822,durell_market,Champico Eden,0, Dschang, Bio, Cameroun ,681407221,
654ee00027cf607b0a22d823,durell_market,DAGITMAK,0, Rue Drouot Face Lycée d'Akwa, DOUALA, Cameroun ,694409830,
654ee00027cf607b0a22d824,durell_market,Dash,0,,,,675925210,
654ee00027cf607b0a22d825,durell_market,Will’s concept,0, Mboppi, Douala, Littoral,698127467, Cameroun 
654ee00027cf607b0a22d826,durell_market,Technovore shop,0,,,,694787590,
654ee00027cf607b0a22d827,durell_market,Kaaris frip,0, Makepe, Yaoundé, Centre,655062339, Cameroun 
654ee00027cf607b0a22d828,durell_market,Fabriceschopping,0, Douala, Littoral, Cameroun ,652792340,
654ee00027cf607b0a22d829,durell_market,Meuble de qualité,0,,,,676017705,
654ee00027cf607b0a22d82a,durell_market,Kwakuku,0, Bertoua, Bertoua, Cameroun ,695229879,
654ee00027cf607b0a22d82b,durell_market,Yakyshop,0, Bonaberi, Douala, Douala,+237, Cameroun 
654ee00027cf607b0a22d82c,durell_market,Fred’s shop,0,,,,698202365,
654ee00027cf607b0a22d82d,durell_market,Maïshop👘🧕👗💞,0,,,,671324937,
654ee00027cf607b0a22d82e,durell_market,Maïshop,0,,,,671324936,
654ee00027cf607b0a22d82f,durell_market,John shopping,0, Boumnyebel, Boumnyebel, Centre,659438076, Cameroun 
654ee00027cf607b0a22d830,durell_market,Reading,0, Kotto, Litoral, Cameroun ,682909680,
654ee00027cf607b0a22d831,durell_market,userboutique,0, fqsd, ya, centre,678965421, Cameroun 
654ee00027cf607b0a22d832,durell_market,Marieca,0, Nylla, Douala, Littoral,696204708, Cameroun 
654ee00027cf607b0a22d833,durell_market,L odeur du parfum,0, Yaounde, Centre, Cameroun ,652826044,
654ee00027cf607b0a22d834,durell_market,Robert Shopping,0, Mboppi. Douala, Douala, Cameroon,+237699556021, Cameroun 
654ee00027cf607b0a22d835,durell_market,solutions.sante,0, Yaoundé, Centre, Cameroun ,+237675718364,
654ee00027cf607b0a22d836,durell_market,Tattoos Dorés,0,,,,657365079,
654ee00027cf607b0a22d837,durell_market,MPOWER KITS,0,,,,693832030,
654ee00027cf607b0a22d838,durell_market,Bazarterie,0,,,,650393914,
654ee00027cf607b0a22d839,durell_market,Bazaar USA,0,,,,651158035,
654ee00027cf607b0a22d83a,durell_market,Re-assure,0, Akwa, Douala, Litoral,+27833122462, Cameroun 
654ee00027cf607b0a22d83b,durell_market,Frie vente cars,0, Douala, Littoral, Cameroun ,696458692,
654ee00027cf607b0a22d83c,durell_market,Kimberly store,0, Nkolbison, Yaoundé, Yaoundé,692020266, Cameroun 
654ee00027cf607b0a22d83d,durell_market,Matelas et lit,0, Douala,,,691457443,
654ee00027cf607b0a22d83e,durell_market,bioagrir,0, akwa rue foch, douala &njombé, littoral,+237654068505, Cameroun 
654ee00027cf607b0a22d83f,durell_market,Grâce Cosmétiques,0, Douala, Littoral, Cameroun ,697796008,
654ee00027cf607b0a22d840,durell_market,Grill’n Chill,0, Douala, Littoral, Cameroun ,698508810,
654ee00027cf607b0a22d841,durell_market,Marhaba,0,,,,690382007,
654ee00027cf607b0a22d842,durell_market,MyShop,0, Douala, Littoral, Cameroun ,690772744,
654ee00027cf607b0a22d843,durell_market,Lina shop,0, Yaoundé, Cameroun ,,655762258,
654ee00027cf607b0a22d844,durell_market,BBIO Services,0, Logpom, Douala, Douala,671118907, Cameroun 
654ee00027cf607b0a22d845,durell_market,Relooking,0, Yaoundé, Centre, Cameroun ,680575716,
654ee00027cf607b0a22d846,durell_market,Laurel shopping,0, Douala, Littoral, Cameroun ,699513514,
654ee00027cf607b0a22d847,durell_market,Prémice computer Douala,0,,,,679345016,
654ee00027cf607b0a22d848,durell_market,KTC-CENTER,0, Descente du lycée de Biyem-assi, Yaoundé, région du centre,656810707, Cameroun 
654ee00027cf607b0a22d849,durell_market,Gracia,0, Douala, Littoral, Cameroun ,693927027,
654ee00027cf607b0a22d84a,durell_market,Latoucha design hair,0, Pk10 cogefar, Douala, Littoral,(+237), Cameroun 
654ee00027cf607b0a22d84b,durell_market,Eshop,0, Etoudi, Yaounde, Centre,+237690141509, Cameroun 
